"id","subject","body","answer","type","queue","priority","language","tag_1","tag_2","tag_3","tag_4","tag_5","error"
"tr_synth_003013","Bilgi talebi – Asus cihazı için teknik destek","Merhaba,

Son zamanlarda aldığım Asus dizüstü bilgisayarı kullanırken, İstanbul'daki servis merkezlerine giderken karşılaşabileceğim yedek parça durumlarını bilmenin önemli olduğunu düşünüyorum. Özellikle yazılım güncellemeleri sonrası performans kayıplarının çözümlerine dair kısa bir dökümante sunabilir misiniz?

Ayrıca ürün kılavuzundaki bazı bölümlerin çeviri hata içerip içermediğini kontrol edebilir miyim, lüzum varsa bana yönlendirme yapar mısınız?","Yönlendirmemizi beklerken sorunla ilgili detaylı bilgiyi paylaşmanızı rica ederiz.

Asus destek ekibi olarak sorunuzda belirttiğiniz konularda sizi bilgilendirmek için çalışmalara devam ediyoruz ve kısa süre içinde size ulaşacağız.","Request","General Inquiry","high","tr","Inquiry","Feedback","Information","Documentation","Support",""
"tr_synth_003014","Acil durum bildirimi: Vodafone hattımızda kesinti var mı?","Merhaba, son saatlerde Vodafone aboneliğimde ve çevremdeki birçok arkadaşımın cihazında hizmet tamamen durduğunu fark ettim. Durum kısa süreli bir bakımı değil mi yoksa daha geniş çaplı bir arıza mı? Lütfen beklediğim süreyi netleştire bilirmisiniz çünkü iş yerindeki toplantılarımız tam bu sıralarda.","Yaptığımız bakım çalışması nedeniyle Vodafone mobil hat hizmetinde ara sıra bağlantı sorunları yaşanabilmektedir. Sistemimiz şu anda stabil duruma geldi ancak yoğun kullanıcı trafiği sırasında tamamen yanıt alamadığınız durumlar için endişelenmeyin, en geç yarın öğlen itibarıyla tüm servisler %100 geri yüklenen olacaktır.","Incident","Service Outages and Maintenance","medium","tr","Maintenance","Outage","Notification","","",""
"tr_synth_003015","S24 alana geçmek istiyorum ne yapmalıyım","<isim>, Samsung Galaxy S23 aldım ama pil performansı beklentimi karşılamıyor, iade veya takas sürecini nasıl başlatırım? Dokümantasyonda yazan karekod tarama işlemini denedim ancak sistem hata veriyor. Acil bir şekilde çözüm yolu gösterebilir misiniz?","<isim> merhaba, Samsung Galaxy S23 ile ilgili endişenizi anlıyorum ve sorununuzu çözmek için hemen çalışıyoruz. Lütfen ürün kutusunun orijinal etiketini çekip bize gönderin veya faturanızdaki referans numarasını mesajınıza ekleyerek iade yetkisini aktaralım.","Request","Returns and Exchanges","critical","tr","Product","Return","Documentation","Refund","",""
"tr_synth_003012","Acil durum: ERP modülünde AUTH_FAIL_12 hatası ve çalışmama sorunu","Merhaba, satın aldığım ürün şu an tam anlamıyla çökmüş durumda ve işlerim durma noktasına geldi. Sistem açıldığında macOS Sonoma üzerinde sürekli olarak 'AUTH_FAIL_12' hataları veriyor ve bu yüzden ERP modülünü kullanamıyorum lütfen hemen bir şey yapın.","Saygı değer müşterimiz, durumun aciliyetini not aldık ve teknikerlerimize bildirdik. Lütfen sorun sırasında görüntülenen tam ekran hatası mesajını veya varsa ek log dosyalarını bize iletebilir misiniz? Bu bilgilerle sorunu daha hızlı çözecek adımları atacağız.","Incident","Product Support","critical","tr","Product","Hardware","Warranty","","",""
"tr_synth_003016","Xbox kontrolcü için soru sormak istedim","Merhaba, Antalya'daki mağazanızdan veya online destekten Xbox kontrolcümüzü nasıl güncelleyeceğimizi öğrenmek istiyorum. İnternet sitesinde bulamadığım ayarlar var ve ürünün pilinin çok hızlı tükendiğini düşünüyorum. Lütfen bu konuda yardımcı olabilecek bir link paylaşır mısınız?","Yazınızı aldık ve durumunuzu anladım, önceliğiniz yüksek olduğu için konuyu hemen ele alıyoruz. Xbox kontrolcünüzü güncellemek için en son yolları aşağıdaki adımlarla izleyebilirsiniz: [gerekli link]. Ayrıca pil ömrünü uzatmak için kablosuz bağlantıyı kapatıp Bluetooth üzerinden bağlanmanız önerilir, lüzum duyduğunuzda ek detay vereceğiz.","Request","General Inquiry","high","tr","Inquiry","Information","Documentation","Support","Feedback",""
"tr_synth_003017","Acil Durum: Online Alışveriş Uygulaması Sunucu Ayarı İsteği","<isim>, server tarafındaki bir yapılandırma değişikliği yapılması gerekiyor çünkü Android 14 işletim sistemini kullanan cihazlar hatayı veriyor. Görünen sorun kodu (0x8007042B) sayesinde dosya erişimi reddediliyor ve bu durum tüm çevrimiçi alışveriş işlemlerinde ciddi bir aksaklığa yol açıyor. Lütfen sunucu tarafındaki ilgili konfigürasyonu hemen güncelleyerek verimliliği artırmayı planlayıp, bittiğinde bana haber verebilir misiniz? Bu değişiklik ne kadar sürede tamamlanabilir?","Hocam durumu aldık ve acil durum prosedürüne göre sunucu tarafındaki yapay zeka destekli yapılandırma dosyasını derhal güncellemek için talimatlar verildi. Müdahale ekibi halihazırda sorunu çözmek üzere sistemde aktif, ancak 0x8007042B hatasıyla bağlantılı Android 14 uyumluluk sorununun tam kök nedenini netleştirmek adına birkaç detaylı log dosyasını paylaşabilirmisiniz? Bu ek bilgiyle işlemi en kısa sürede tamamlayıp mağazamızın aksadığını engelleyeceğiz.","Change","IT Support","critical","tr","Bug","Performance","Disruption","Hardware","IT",""
"tr_synth_003018","Maçlar ve sigorta hakları hakkında bilgi","Merhaba, şirketin çalışanlara sağladığı sosyal güvence paketi ile ilgili bir netleştirmeye ihtiyacım var; özellikle bu ayki prim ödemelerinin nasıl yapıldığını öğrenmek istiyorum. Ayrıca, iş yerimizde yeni gelen Asus ekran kartı gibi teknolojik ekipmanların kullanım koşullarını da merak ediyordum çünkü departmanımıza yedek malzeme olarak verildiğini sandım ama henüz almadık. Bu konulara kısa bir yazıyla cevap verirseniz çok memnun olur, teşekkürler.","Selam, öncelikle sosyal güvence primleri için Muhasebe Departmanı'na yönlendirme yapmalıydınız ancak talebinizi buradan da takip ediyoruz. Şirket politikası gereği Asus ekran kartı gibi ekipmanlar IT onayı olmadan kiralama değil, doğrudan kullanım veya özel talep üzerine alınır; detaylı bilgi için yazılım departmanına danışabilirsiniz.","Request","Human Resources","medium","tr","Support","Account","Feedback","Security","",""
"tr_synth_003020","Önemli fatura hatası ve iade talebi","<isim>, son birkaç döngüden bu yana hesabımdan beklemediğim tutarlar kesiliyor; durum çok endişe verici. Kredi kartı ile yapılan online alışveriş uygulamasına ait olan bu tekrarlayan sorun acilen çözülmeli ve hatalı faturalara iade edilmelidir.","Müşterinin belirttiği döngüsel kesintiyi şimdilik tespit ettik, ancak kredi kartınızdan tahsil edilen toplam tutarı doğrulamak için son üç aydaki geçişleri inceleyelim. Lütfen ilgili fatura ekran görüntülerini ek olarak göndererek sürecin tamamlanmasına yardımcı olun; sorunu hemen üst yönetimimize ileteceğiz.","Problem","Billing and Payments","critical","tr","Subscription","Payment","Refund","Dispute","",""
"tr_synth_003021","Bulut depolama servisi kesinti durumu","<isim> merhaba, son birkaç saatdir bulut depolama hizmetinin çalışmadığını fark ettik ve dosyalarımıza erişemiyoruz. Yanında paylaşılan hata ekranı da var lütfen ne kadar sürede düzeleceğini paylaşır mısınız? Bu durum iş akışımızı ciddi şekilde durduruyor.","Konuyu acilen inceledik, mevcut kesintinin tam sebebi tespit ediliyor ve ekiplerimiz onarım çalışmaları yürütüyor. Sadece ilgili yanıtınızı gördükten sonra servislerin tam olarak nasıl yeniden başlatılacağını bilebiliriz; ek bilgi verir misiniz? Lütfen bekleyişinizi anlayışla karşılayın, durum güncellemesi en kısa sürede ulaşacak.","Incident","Service Outages and Maintenance","medium","tr","Recovery","Outage","Maintenance","","",""
"tr_synth_003022","ACİL: Tüm ağı etkileyen kesinti ve güvenlik uyarısı","Merhaba,
Bugün sabah saatlerinde şirket içi ağ erişimimiz birdenbire tamamen kesti ve tüm departmanlar çalışamaz hale geldi. Sorun, bir Asus dizüstü bilgisayar üzerinden Ubuntu 22.04 işletim sistemini güncellemeye çalışırken NULL_POINTER_EXC hatası aldığımız andan itibaren başladı gibi görünüyor. Lütfen bu kriz durumunu derhal çözmek ve güvenlik risklerinin ortadan kaldırılması için acilen müdahale ediniz.","Durumu anlıyoruz ve en yüksek öncelikli ekibimiz olay yerinde bulunuyor; bağlantı kopukluğu ile ilgili diagnostic bilgileri topladık. Mümkün olan en kısa sürede tüm ağ trafiğini yeniden aktif hale getireceğiz, ancak hatanın kaynağını tam olarak belirlemek için teknik detayları paylaşabilir misiniz?","Incident","IT Support","critical","tr","Connectivity","Security","Recovery","","",""
"tr_synth_003019","Gaziantep şubesinde teknik destek hakkında bilgi","""Merhaba,"" Ben Logitech kablosuz mouse kullanıyorum ve yazılım güncellemesi sonrası cihazın bağlantısı ara sıra kesiliyor. Gaziantep ofisimizdeki ağ altyapısının bu durumla bir ilişkisi var mı bilmiyorum ama sorun sadece bizim katmanda oluyor gibi görünüyor. Lütfen konuyla ilgili resmi dokümantasyon paylaşırsanız çok sevinir, teşekkürler.","""Selamlar,"" Logitech kablosuz mouse modellerinde güncelleme sonrası bağlantı kopması bazen sürücü uyumsuzluğundan kaynaklanabilir ancak ağ altyapısı ile doğrudan bir bağı olmayacaktır. İlgili dokümantasyonumuzu ve çözüm önerilerimizi size iletir, ayrıca teknik ekibimizle Gaziantep şubenizdeki durumu değerlendireceğiz.","Request","General Inquiry","medium","tr","Inquiry","Documentation","Support","Information","",""
"tr_synth_003023","Personel faydaları ve Asus donanım sorusu","Merhaba,

Geçen hafta aldığım yeni ASUS ekran kartı ile ilgili bir sorun yaşadığımdan şüpheleniyorum ancak teknik departmanla konuşmak için yetkim olmadığını fark ettim. Bu yüzden şirket politikalarında bahsi geçen teknolojik ekipman desteğinin detaylarını öğrenmek isterim.

Kullanım kılavuzunda belirtildiği üzere böyle durumlarda pazarlama departmanı ile görüşmem gerektiğini okudum; bu konuyu onlarla paylaşabilir miyim?","""Merhaba <isim>,
Şirketimizin IT politikalarında donanım taleplerinin genellikle teknik destek ekibini değil, doğrudun satın alma birimini veya proje yöneticisini ilgilendirdiğini belirtmek isterim. Pazarlama departmanı olarak sizinle görüşmemiz gereken konular farklı olduğu için size en doğru bilgiyi ilgili ekip verebilir.

Lütfen talebinizi tekrar teknik destek üzerinden iletebilirim, böylece ASUS donanımıyla ilgili sorunuz hızla çözüme kavuşur.""","Request","Human Resources","high","tr","Security","Account","Documentation","Support","Feedback",""
"tr_synth_003024","Acil İşlem Durumu! Maaş Hesaplama ve Yetki Sorunu","Merhaba,
Abonelik paketimi kullanan Pazarlama departmanındaki mesai arkadaşlarımın maaşı geç ödeniyor, durum çok kritik. Bu yüzden hesabımı kontrol etmek için <isim>'e yetki verip hemen bir şey yapabilecekleri konusunda destek istiyorum.
Lütfen işi en kısa sürede halledin.","Saygılarımızla,
Pazarlama departmanı için abonelik paketindeki maaş işlemi acilen inceleniyor ve gerekli yetkiler <isim> adına aktif ediliyor. Detaylı log bilgilerini paylaşırsanız süreci hızlandırabiliriz.","Incident","Human Resources","critical","tr","Feedback","Support","Security","","",""
"tr_synth_003025","Acil Yedek Parça Talebi - Ubuntu Uyumluluk","<isim>, ERP modülümüzün sunucusu yepyeni bir Ubuntu 22.04 sürümüne geçtiğimizden beri çalışmıyor, hatta hata kodu '0x8007042B' çıkınca sistem tamamen kilitlendi.

Mevcut donanımın bu işletim sistemiyle tam uyumlu olmadığı için beklediğiniz yedek parça veya güncelleme talebimi ısrarla onaylıyor musunuz? Lütfen en kısa sürede dönüş yapın çünkü üretim bandımız durma noktasına geldi.","Merhaba <isim>, Ubuntu 22.04 geçişinde çıkan 'ERP modülü' uyumluluk sorununu öncelikli olarak ele alıyoruz.
Hata kodu 0x8007042B ile ilgili detaylı sistem loglarını tarafımıza paylaşabilirseniz, yedek parça gönderim sürecini hızlandırarak hemen çözüm üretmek isteriz. Talebinizin kritik olduğunu görerek en son teknoloji uyumlu donanımı önümüzdeki iş günü içinde teslim etmeyi planlıyoruz.","Change","Product Support","critical","tr","Compatibility","Hardware","Tech Support","Warranty","",""
"tr_synth_003026","İnsan Kaynakları sistemi tekrar erişilmiyor acil yardım","Sayın İlgili,

Geçen hafta belirtmiş olduğum İnsan Kaynakları sistemine giriş sorunu bugün sabah saatlerinde tekrar başladı. <isim> ve departmanım personeli şu anda çalışamaz durumda çünkü oturum açma ekranı her zaman 'Başarısız' dönüyor.

Sorunun kaynağını çözmek için acilen destek alabilirim mi?

Daha önce Lojistik departmanı ile ilgili bir güvenlik protokolü güncellenmişti, bu da bizim erişimimizi etkiliyor olabilir.","Merhaba <isim>,

Durumunuz kritik olduğu için İnsan Kaynakları ekibiyle birlikte şimdiden görüşmeye başladık.
Sorunun tekrar etmesinin arkasında bir güvenlik dokümantasyonu hatası veya hesap senkronizasyon sorunu olabilir, bu yüzden tüm detayları kaydedip Lojistik departmanıyla koordineli olarak düzeltme işlemine geçiyoruz. Lutfen ekran görüntüsü ve hata mesajını e-posta ile ekleyerek bize yardımcı olun; böylece <isim> dahil çalışanların işine anında devam edebiliriz.","Problem","Human Resources","critical","tr","Security","Documentation","Account","","",""
"tr_synth_003027","ACİL: TP-Link yönlendirici internet kesintisi Ankara","<isim> Merhaba, yaklaşık bir saat önce evdeki TP-Link yönlendiricide ani bir servis kopması yaşadım. Bağlantı tamamen gitti ve cihaz ekranında hata mesajları gösteriyor ama teknik detay veremiyorum şu an stresliyiz çünkü iş bağlantısı koptu. Lütfen Ankara şubesiyle iletişime geçerek durumu acilen kontrol eder misiniz? Ne kadar sürede geri geleceğimizi söyleyebilir miyim?","Saygı değer <isim>, yaşadığınız TP-Link yönlendirici kesintisi nedeniyle derinlemesine özür dileriz ve durumunuz bizim için öncelikli. Şu anda Ankara merkezimizden bir mühendis ekibini sorunu incelemek üzere yola çıkardı ancak tam net bilgi alabilmek adına cihaz ekranında gördüğünüz hata kodunun son dört rakamını bize iletmek ister misiniz? Bu bilgiler sayesinde müdahale süremizi daha da kısaltmamıza olanak sağlayacak.","Incident","Customer Service","critical","tr","Account","Service","Documentation","","",""
"tr_synth_003028","Acil yardım lütfen fatura detaylarını açıklar mısınız","<isim>, geçen ay için aldığım faturada ödemeyi kapıdan yapılan ödeme seçeneği ile yapmamıştım ama sistem bu yöntemi kabul ettiğini gösteriyor. Şirket içi muhasebe yazılımındaki kaydetmiş olduğum tüm işlemler hala onaylanmadığından endişeleniyorum, ne olacak? Ödeme yeri yanlış mı girildi yoksa teknik bir sorun mu var acaba?","<isim>, kapıda ödeme yönteminin faturada görünmesi beklenmeyen bir durumdur ancak şirket içi muhasebe yazılımındaki kayıtları hemen kontrol edelim. Lütfen işleminizi gerçekleştirdikten sonra çektiğiniz banka dekontunu bize iletir misiniz? Bu bilgileri aldığımızdan sonraki 2 saat içinde tarafınıza dönüş sağlayacağız.","Request","Billing and Payments","critical","tr","Subscription","Dispute","Refund","Billing","",""
"tr_synth_003029","Tekrarlayan bağlantı sorunu ve sistem kısıtlamaları","SaaS proje yönetim platformuna bağlanmaya çalışırken sürekli <RATE_LIMIT_429> hatası alıyorum, bu durum tüm ekibin işleyişini durduruyor. Özellikle Windows 11 işletim sistemi üzerinde çalışan cihazlarda sorun daha da yoğunlaşıyor gibi görünüyor. Bu tekrarlayan biraltya sorunu olup olmadığını netleştirir misiniz? Lütfen acilen inceleme yapılmasını sağlayın.","Saygılarımızla, bildirildiği üzere <RATE_LIMIT_429> hatası ve bağlantı kesintileri ilgili altyapı bileşeni tarafımıza bildirilmiş durumdadır. Mühendis ekibimiz şu anda Windows 11 tabanlı cihazlar için geçerli olan bu kısıtlamayı kaldırmak adına acil önlem alıyor; size en kısa sürede güncellenmiş bir sistem durumu bildireceğiz.","Problem","IT Support","critical","tr","Recovery","IT","Connectivity","","",""
"tr_synth_003030","Fatura döngüsü değişikliği talebi acil","<isim>, aboneliğimdeki fatura periyodunu aydan haftaya düşürmem gerekiyor mu yoksa sadece havale/eft ile ödeme yapmaya geçiş mi istiyorum? Son iki hesapta ödediğimi görüyorum ancak sistem hala eski döngüde çalışıyor gibi gösteriyor. Bu durumu çabukça halletmenizi ve sonraki faturanın yeni yöntemle kesilmesini bekliyorum.","Merhaba <isim>, aldığınız ödeme yöntemi değişikliği talebini not ettik ancak fatura periyodunun ayda bir değişimi mevcut politikalarımızla mümkün görünmemektedir. Müşteri hizmetlerimizden biri ile görüşüp hangi döngü tercih ettiğinizi belirleyebilir ve sistemde yansıtmasını sağlayabiliriz. Lütfen bu konuda bize geri dönüş yapınız.","Change","Billing and Payments","critical","tr","Account","Discrepancy","Dispute","Payment","",""
"tr_synth_003031","Gaziantep'te servis kesintisi - Acil","<isim>, telefonumun aniden devre dışı kalması yüzünden işlerimi şansa bırakıyorum. Şehrim Gaziantep'e bağlanan hattım da aynı anda durdu ve hâlâ açılmıyor. Bu kadar büyük bir kesinti için lütfen acilen ne yapacağınızı belirtin.","<isim> merhaba, durumu teknik ekibimize ilettik ve müdahale ediyoruz. Lütfen cihazınızda görünen hataları veya ekranda çıkan uyarıları bizden talep ettiğiniz gibi detaylıca paylaşır mısınız? Bu bilgiyle sorunun kaynağını hızlıca bulabiliriz.","Incident","Customer Service","critical","tr","Support","Service","Product","","",""
"tr_synth_003032","Mobil Bankacılık Uygulaması İade İşlemi Hakkında Acil Sorun","<isim>, mobilbank şubede beklemek zorunda kalıyorum çünkü uygulamayı kullanamıyoruz ve bakiyem çekiliyor. Telefonumuza yansıyan 'iadesi reddedildi' hatası çok can sıkıcı, lütfen acilen bir iade işlemi başlatmamızı sağlayın ya da durumu düzeltin.","<isim> beyefendimiz/mecburiziz durumunuz kritik öncelikli görünüyor. Lütfen mobil bankacılık uygulamasındaki bu iade talebinizin neden reddedildiğini anında netleştiriniz ve gerekirse manuel müdahale ile işlemi tamamlayalım.","Request","Returns and Exchanges","critical","tr","Refund","Product","Customer Support","Return","Documentation",""
"tr_synth_003033","Personel ikramiyeleri ve PlayStation cihazı sorunu","Merhaba,
Muhasebe departmanı için hazırlanan yeni kurye programını kullanarak aldığım PS5 ikramiyesinin faturasında bir hata var gibi görünüyor. Sisteme girdim ancak ürün kodu yanıt vermiyor ve bu durum iş akışımı bloke ediyor.
Cihazın teslimat durumu ne zaman netleşecek, yardımcı olabilir misiniz?","Saygı değerimiz <isim>, faturanızdaki sorunu ile ilgili olarak dosyanızı kontrol edip Muhasebe ekibiyle koordinasyon sağlayarak düzeltmesini temin ettim. Lütfen bize biraz daha fazla detay paylaşırsanız (fatura numarasını) prosedürü hızlandırmamıza yardımcı olur.
Sorununuz en kısa sürede çözülecektir.","Request","Human Resources","high","tr","Documentation","Security","Account","Support","",""
"tr_synth_003034","Acil sipariş değişikliği talebi","<isim> merhaba,

Dün aldığım Dell XPS dizüstü bilgisayar için beklediğinden çok fazla stokta kaldığı görülüyor. İzmir'deki depoya bu modelin nakliye işlemleri henüz tamamlanmamış olabilir ancak siparişimi iptal etmek yerine kargo ücretini düşerek başka bir ürüne çevirebilir misiniz? Bu değişiklik mümkün mü lütfen, çünkü bütçem buna izin vermiyor.","<isim>, öncelikle durumunuz için özür diler ve endişenizi anlıyoruz. Siparişinizi iptal yerine ürün değişikliği yaparak size uygun fiyatta başka bir Dell modeli seçebilirsiniz veya mevcut siparişi bekleyip kargoyu yola çıkarabiliriz; tercih sizinle olacak şekilde ekibimiz sizi aramaya hazır.","Change","Sales and Pre-Sales","critical","tr","Feedback","Lead","Product","Documentation","Sales",""
"tr_synth_003035","Güvenlik nedeniyle çalışan kayıtlarında isim düzeltmesi istendi","Merhaba,

Personel dosyalarındaki <isim> adına yazılan iş bilgisi hatalı görünüyor. Bu durum, yeni Samsung Galaxy S23 telefonuna yüklenen güvenlik sertifikası ile ilgili bir hata nedeniyle oluşmuş olabilir mi? Lütfen Bilgi İşlem departmanından gerekli düzeltmeyi ivedilikle yapmalarını rica ederim.","Merhaba <isim>,

İlginiz için teşekkürler. Talebinizi aldık ve görevli birisi hemen Bilgi İşlem ekibine iletti; isim değişikliği prosedürüne göre güncelleme yapılarak dosyanız revize edilecek.","Change","Human Resources","high","tr","Account","Feedback","Security","Support","Documentation",""
"tr_synth_003036","Şirket İçi Muhasebe Yazılımında Kesintisiz Erişim Hatası","Umarım iyi bir gün geçiriyorsunuzdur, ancak şirket içi muhasebe yazılımlarına erişmek artık mümkün değil ve bu durum iş akışımızı ciddi şekilde durdurdu. Son beş dakikadan beri sistem yanıt vermiyor veya hata mesajı gösteriyor; lütfen durumu en kısa sürede kontrol edip bize geri dönüş yapın çünkü ofis genel olarak etkileniyor.","Sistemi şu an aktif olarak izliyor olup, tüm kullanıcıların şimdilik bağlantısını beklediklerini görüyorum. Sorunun nedenini tespit etmemiz için bu cihazdan erişmeye çalışırken aldığınız spesifik hata kodunu veya ekran görüntüsünü paylaşabilir misiniz? Bilginize sunarım.","Incident","Service Outages and Maintenance","medium","tr","Notification","Disruption","Outage","Maintenance","Performance",""
"tr_synth_003037","Abonelik paketine ek özellik sorusu","Merhaba,
Geleneksel abonelik paketinde Gaziantep bölgesi için sunulan ekstra kargo avantajlarını bulabileceğim bir dokümantasyon var mı acaba? Ürün açıklamasını okudum ancak şehre özel detaylar net değildi. İlginiz ve yönlendirmeniz için şimdiden teşekkür ederim.","Merhaba <isim>,
Abonelik paketimizde Gaziantep dahil olmak üzere tüm illere yönelik standart kargo avantajları geçerlidir; ekstra şehir bazlı özellik bulunmamaktadır. Benzeri sorularınızda genel şartname dosyasını incelemenizi rica eder veya ek bir detay arıyorsanız lütfen paylaşın.","Request","General Inquiry","medium","tr","Documentation","Inquiry","Information","Support","Feedback",""
"tr_synth_003038","Sony Kulaklık sorunu tekrarlıyor","Merhaba, Sony kulaklığımın yaşadığım bağlantı kesilme hatası bu haftada ikinci kez aynı saatte oluyor. Teknik belgelere baktığımda bunun normal bir davranış mı yoksa arıza mı olduğunu bulamadım çünkü açıklama çok bulanık yazılmış. Lütfen bana durumla ilgili net bilgi verip çözümü anlatır mısınız? <isim>","Hoş geldiniz, Sony kulaklık sorununun tekrar etmesinin sizi üzdüğünü anlıyoruz ve durumu önemsiyoruz. Öncelikle cihazın Bluetooth ayarlarında 'Otomatik Bağlanma' özelliğini kapatıp sonra açmanızı öneririm; bu geçici bir çözümlük olabilir ancak kalıcı çözüm için teknik ekibimize yönlendireceğiz. İsterseniz sorunu daha detaylı tarif edebilir, belgelere de bakarak netleştirmemize yardımcı olur musunuz?","Problem","General Inquiry","high","tr","Documentation","Inquiry","Support","Information","Feedback",""
"tr_synth_003039","Kritik fiyat sorusu: Asus dizüstü için Ankara projesi","Merhaba, 

Şu anda çalıştığımız bir kurumsal proje kapsamında ve müşteri bütçemiz çok sınırlı olduğu için mutlaka en uygun kalemle ilerlemek istiyoruz. Özellikle ofis kullanımına yönelik bu Asus dizüstü bilgisayar modelleri arasından seçebilmek adına net fiyat ve toplu alım indirme politikalarınızı acilen bilmenizi rica ediyorum.

Zamanımız gerçekten çok kıt, çünkü kararlaştırılan toplantı şu hafta sonuna kadar gerçekleşecek. Lütfen en kısa sürede bize dönüş yapabilir misiniz?","Selamın aleykum,
Anladığımız üzere bütçe kısıtları ve aciliyet durumu gerçekten kritik seviyede.

Müşteri referansına uygun özel fiyatlandırma tablosunu hazırlayıp, Ankara bazlı logistik detaylarını ekleyen teklifinizi yarın sabah 10:30'da e-postanıza göndereceğim. Ayrıca teknik özellikleri öne çıkaran basit bir karşılaştırma tablosu da eklenecek.

Beklediğiniz gibi gelecek, sorularınız olursa hemen yanıtlayalım.","Request","Sales and Pre-Sales","critical","tr","Product","Sales","Pricing","Lead","Documentation",""
"tr_synth_003040","Türk Telekom modemin sürekli kilitleniyor acil destek","<isim> ben Türk Telekom internetimi kullanıyorum ve cihazım her zaman aynı anda birkaç bağlantı kurmaya çalıştığında hemen '503 Service Unavailable' hatası verip kapanıyor. Bu durum özellikle akşamları yoğunluğa girdiğinde hayatımı kurtaramaz hale geliyor, veri kaybediyorum çünkü otomatik yedekleme yapamıyorum. Lütfen bu özelliğin nasıl düzeltileceğini veya geçici bir çare sunun, çok stresliyim.","<isim> beyefendi/hanımefendi sorununu anlıyoruz ve ekiplerimiz durumun aciliyetini fark ederek hemen değerlendirmeye aldı. Sadece modem yazılımını son sürüme güncellediğinizden emin olun çünkü bu hata genellikle eski bir bağlantı protokolünden kaynaklanır; lütfen ayarlar bölümünde 'IP v6' seçeneğinin açık olup olmadığını kontrol edip bize geri dönüş yapın.","Request","Technical Support","critical","tr","Compatibility","Network","Software","Disruption","Outage",""
"tr_synth_003041","Gaziantep şubesindeki Turkcell paketleri hakkında soru","""Merhaba,"" ben Gaziantep'te yaşıyorum ve son zamanlarda Turkcell'in sunduğu internet paketlerinden hangisinin fiber altyapı desteği aldığını öğrenmek istiyorum. Özellikle şehrin bazı bölgelerinde hızın düştüğünü duydum, bu yüzden doğru paketi seçmek önemli oldu bana. Bilgi verirseniz sevinirim.","""Merhaba,"" talebinizi not ettik ve Gaziantep ofisimizle görüşerek ilgili paketlerin güncel durumunu kontrol edeceğiz. En kısa sürede size net bir bilgi gönderelim miyiz? İletişim tercih ettiğiniz kanal da bize yardımcı olabilir.","Request","General Inquiry","medium","tr","Inquiry","Feedback","Information","Documentation","",""
"tr_synth_003042","Acil Durum : Modem Bağlantı Sorunu","<isim>, Antakya'daki evimde Türk Telekom modemin interneti hiç kesiyor, bu çok can sıkıcı bir durum çünkü işlerime bakamıyorum. Lütfen bunu en hızlı şekilde düzeltin veya gerekirse başka bir teknik personel gönderin.","Merhaba <isim>, talebinizi acil öncelikli olarak aldık ve durumu ilgili ekibimize bildirdik. Modeminizin model numarasını paylaşabilir misiniz? Bu bilgiyle sorunun kaynağını daha net tespit edip çözmek için çalışacağız.","Incident","General Inquiry","critical","tr","Feedback","Inquiry","Documentation","","",""
"tr_synth_003043","Dell XPS Dizüstünde performans sorunu var","Merhaba, Dell XPS dizüstü bilgisayarlarında son birkaç gün beri aşırı yavaşlama yaşıyorum ve bazen cihaz aniden donuyor. Bu durum iş akışımı ciddi şekilde engellediği için durumu paylaşmak istedim. Lütfen inceleme yapabilir misiniz?","Dell XPS dizüstü bilgisayarlarında bildirdiğiniz performans sorununu tespit etmemiz adına detaylı bir hata logu ve donma anındaki ekran görüntüsü gönderirseniz yardımcı oluruz. Sorununuz bizim için öncelikli olup teknik ekibimiz incelemeye başladı, kısa süre içinde size geri dönüş yapacağız.","Incident","Service Outages and Maintenance","low","tr","Notification","Disruption","Performance","Recovery","Maintenance",""
"tr_synth_003044","Acil durum yardım: Şirket içi muhaseye erişim sorunu","<isim>, şirket içinde kullanılan yeni muhasee programını kullanmaya çalışıyorum ancak Bursa şubemizin bağlantısı sürekli kesinti yaşıyor. Sistem ekranında kırmızı bir hata uyarısı çıkıyor ve raporları çektiremiyorum, bu durum iş akışımızı ciddi şekilde engelliyor. Lütfen durumu en kısa sürede kontrol edip erişimi tekrar aktif edebilir misiniz? Cevabınızı bekliyorum.","<isim>, Bursa ofisindeki bağlantı kesintisini tespit ettik ve hemen inceleme başlattık. Teknik ekibimiz şu an sunucuların durumunu doğruluyor ve gerekli düzeltmeyi uygulayacak. Yaklaşık yar saat içinde sistemi yeniden aktif hale getirmeyi planlıyoruz, ilerlemelerden haber verelim.","Request","Customer Service","critical","tr","Account","Service","Product","Documentation","Complaint",""
